SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL
11,Pacific silver fir,Abies,amabilis,,,ABAM
12,balsam fir,Abies,balsamea,,,ABBA
14,Santa Lucia or bristlecone fir,Abies,bracteata,,,ABBR
15,white fir,Abies,concolor,,,ABCO
16,Fraser fir,Abies,fraseri,,,ABFR
17,grand fir,Abies,grandis,,,ABGR
18,corkbark fir,Abies,lasiocarpa,arizonica,,ABLAA
19,subalpine fir,Abies,lasiocarpa,,,ABLA
20,California red fir,Abies,magnifica,,,ABMA
22,noble fir,Abies,procera,,,ABPR
21,Shasta red fir,Abies,shastensis,,,ABSH
10,fir spp.,Abies,spp.,,,ABIES
6001,blackbrush wattle,Acacia,anegadensis,,,ACAN4
6002,mulga,Acacia,aneura,,,ACAN10
6003,auri,Acacia,auriculiformis,,,ACAU
6004,small Philippine acacia,Acacia,confusa,,,ACCO
303,sweet acacia,Acacia,farnesiana,,,ACFA
304,catclaw acacia,Acacia,greggii,,,ACGR
6006,koa,Acacia,koa,,,ACKO
6007,koaoha,Acacia,koaia,,,ACKO2
6008,porknut,Acacia,macracantha,,,ACMA
6009,black wattle,Acacia,mangium,,,ACMA12
6010,black wattle,Acacia,mearnsii,,,ACME80
6011,blackwood,Acacia,melanoxylon,,,ACME
6012,spineless wattle,Acacia,muricata,,,ACMU
6013,gum arabic tree,Acacia,nilotica,,,ACNI2
6014,South Wales wattle,Acacia,parramattensis,,,ACPA81
6015,Acacia polyacantha,Acacia,polyacantha,,,ACPO3
300,acacia spp.,Acacia,spp.,,,ACACI
6018,poponax,Acacia,tortuosa,,,ACTO
311,Florida maple,Acer,barbatum,,,ACBA3
5145,hedge maple,Acer,campestre,,,ACCA5
5146,vine maple,Acer,circinatum,,,ACCI
5147,Amur maple,Acer,ginnala,,,ACGI
321,Rocky Mountain maple,Acer,glabrum,,,ACGL
322,bigtooth maple,Acer,grandidentatum,,,ACGR3
5148,paperbark maple,Acer,griseum,,,ACGR14
323,chalk maple,Acer,leucoderme,,,ACLE
312,bigleaf maple,Acer,macrophyllum,,,ACMA3
5149,Painted maple,Acer,mono,,,ACMO10
313,boxelder,Acer,negundo,,,ACNE2
314,black maple,Acer,nigrum,,,ACNI5
5150,Japanese maple,Acer,palmatum,,,ACPA2
315,striped maple,Acer,pensylvanicum,,,ACPE
320,Norway maple,Acer,platanoides,,,ACPL
5151,sycamore maple,Acer,pseudoplatanus,,,ACPS
316,red maple,Acer,rubrum,,,ACRU
317,silver maple,Acer,saccharinum,,,ACSA2
318,sugar maple,Acer,saccharum,,,ACSA3
319,mountain maple,Acer,spicatum,,,ACSP2
310,maple spp.,Acer,spp.,,,ACER
5152,tatarian maple,Acer,tataricum,,,ACTA80
5154,Freeman maple,Acer,x freemanii,,,ACFR
6021,hollowheart,Acnistus,arborescens,,,ACAR
906,"Everglades palm, paurotis-palm",Acoelorraphe,wrightii,,,ACWR4
6023,grugru palm,Acrocomia,media,,,ACME2
6025,baobab,Adansonia,digitata,,,ADDI3
6026,wild lime,Adelia,ricinella,,,ADRI
6028,red beadtree,Adenanthera,pavonina,,,ADPA
6029,beadtree,Adenanthera,spp.,,,ADENA
6032,Caribbean spiritweed,Aegiphila,martinicensis,,,AEMA
333,California buckeye,Aesculus,californica,,,AECA
332,yellow buckeye,Aesculus,flava,,,AEFL
331,Ohio buckeye,Aesculus,glabra,,,AEGL
334,Texas buckeye,Aesculus,glabra,arguta,,AEGLA
5163,horse chestnut,Aesculus,hippocastanum,,,AEHI
5164,bottlebrush buckeye,Aesculus,parviflora,,,AEPA2
336,red buckeye,Aesculus,pavia,,,AEPA
330,"buckeye, horsechestnut spp.",Aesculus,spp.,,,AESCU
337,painted buckeye,Aesculus,sylvatica,,,AESY
6036,kauri,Agathis,australis,,,AGAU4
6037,Queensland kauri,Agathis,robusta,,,AGRO6
6042,Titimel,Aglaia,mariannensis,,,AGMA14
6043,mesecheues,Aglaia,palauensis,,,AGPA19
6044,"karasyu, marasau",Aglaia,ponapensis,,,AGPO4
6046,laga ali,Aglaia,samoensis,,,AGSA9
6047,Aglaia,Aglaia,spp.,,,AGLAI
6048,Olomea,Aidia,cochinchinensis,,,AICO2
6049,Aidia racemosa,Aidia,racemosa,,,AIRA2
341,ailanthus,Ailanthus,altissima,,,AIAL
6051,ailanthus,Ailanthus,spp.,,,AILAN
6053,Aiphanes minima,Aiphanes,minima,,,AIMI
6055,cream albizia,Albizia,adinocephala,,,ALAD
6056,naked albizia,Albizia,carbonaria,,,ALCA8
6057,Chinese albizia,Albizia,chinensis,,,ALCH2
6058,ukall ra ngebard,Albizia,falcataria,,,ALFA5
345,"mimosa, silktree",Albizia,julibrissin,,,ALJU
6059,woman's tongue,Albizia,lebbeck,,,ALLE
6060,tall albizia,Albizia,procera,,,ALPR
6061,ukall ra ngebard,Albizia,retusa,,,ALRE
6062,whiteflower albizia,Albizia,saponaria,,,ALSA10
6063,albizia,Albizia,spp.,,,ALBIZ
6064,achiotillo,Alchornea,latifolia,,,ALLA
6066,palo de gallina,Alchorneopsis,floribunda,,,ALFL3
6069,Hawaii alectryon,Alectryon,macrococcus,,,ALMA
6073,alectryon,Alectryon,spp.,,,ALECT
6075,Indian walnut,Aleurites,moluccana,,,ALMO2
6077,aleurites,Aleurites,spp.,,,ALEUR
6078,lumbang,Aleurites,trisperma,,,ALTR11
6080,palo blanco,Allophylus,crassinervis,,,ALCR9
6082,palo de caja,Allophylus,racemosus,,,ALRA
6083,Allophylus,Allophylus,spp.,,,ALLOP
6084,chebeludes,Allophylus,ternatus,,,ALTE13
6085,"ebeludes, chebeludes",Allophylus,timorensis,,,ALTI2
355,European alder,Alnus,glutinosa,,,ALGL2
5188,gray alder,Alnus,incana,,,ALIN2
6086,Nepal alder,Alnus,nepalensis,,,ALNE2
353,Arizona alder,Alnus,oblongifolia,,,ALOB2
352,white alder,Alnus,rhombifolia,,,ALRH2
351,red alder,Alnus,rubra,,,ALRU2
5190,hazel alder,Alnus,serrulata,,,ALSE2
350,alder spp.,Alnus,spp.,,,ALNUS
5192,green alder,Alnus,viridis,,,ALVI5
6088,"chelebiob, elebiong",Alphitonia,carolinensis,,,ALCA21
6089,Hawaii kauilatree,Alphitonia,ponderosa,,,ALPO3
6090,Alphitonia,Alphitonia,spp.,,,ALPHI
6091,toi,Alphitonia,zizyphoides,,,ALZI
6092,helecho gigante de la sierra,Alsophila,bryophila,,,ALBR4
6093,Alsophila portoricensis,Alsophila,portoricensis,,,ALPO7
6095,deviltree,Alstonia,macrophylla,,,ALMA16
6096,Alstonia pacifica,Alstonia,pacifica,,,ALPA22
6097,alstonia,Alstonia,spp.,,,ALSTO
357,common serviceberry,Amelanchier,arborea,,,AMAR3
5203,Allegheny serviceberry,Amelanchier,laevis,,,AMLA
358,roundleaf serviceberry,Amelanchier,sanguinea,,,AMSA
356,serviceberry spp.,Amelanchier,spp.,,,AMELA
6101,black calabash,Amphitecna,latifolia,,,AMLA4
6103,balsam torchwood,Amyris,balsamifera,,,AMBA2
852,sea torchwood,Amyris,elemifera,,,AMEL
6107,cashew,Anacardium,occidentale,,,ANOC
6106,anacardium,Anacardium,spp.,,,ANACA
6108,Anacolosa glochidiiformis,Anacolosa,glochidiiformis,,,ANGL5
6109,Anacolosa insularis,Anacolosa,insularis,,,ANIN13
6111,Anadenanthera peregrina,Anadenanthera,peregrina,,,ANPE13
6114,cabbagebark tree,Andira,inermis,,,ANIN
6118,dermarm,Angiopteris,evecta,,,ANEV
6120,canelillo,Aniba,bracteata,,,ANBR7
6124,Annona cherimola,Annona,cherimola,,,ANCH9
6125,ilama,Annona,diversifolia,,,ANDI11
853,pond-apple,Annona,glabra,,,ANGL4
6127,mountain soursop,Annona,montana,,,ANMO
6128,soursop,Annona,muricata,,,ANMU2
6129,custard apple,Annona,reticulata,,,ANRE
6130,Annona,Annona,spp.,,,ANNON
6131,sugar apple,Annona,squamosa,,,ANSQ
6137,Antidesma bunius,Antidesma,bunius,,,ANBU3
6135,Kapua china laurel,Antidesma,kapuae,,,ANKA
6138,Antidesma kusaiense,Antidesma,kusaiense,,,ANKU3
6139,ha a,Antidesma,platyphyllum,,,ANPL2
6142,Antidesma ponapense,Antidesma,ponapense,,,ANPO8
6143,hame,Antidesma,pulvinatum,,,ANPU2
6144,Antidesma sphaerocarpum,Antidesma,sphaerocarpum,,,ANSP14
6145,chinalaurel,Antidesma,spp.,,,ANTID
6146,placa chiquitu,Antirhea,acutata,,,ANAC4
6147,pegwood,Antirhea,coriacea,,,ANCO3
6148,Antirhea inconspicua,Antirhea,inconspicua,,,ANIN2
6149,palo iloron,Antirhea,lucida,,,ANLU3
6150,quina roja,Antirhea,obtusifolia,,,ANOB2
6151,Puerto Rico quina,Antirhea,portoricensis,,,ANPO3
6152,Sintenis' quina,Antirhea,sintenisii,,,ANSI
5232,Japanese angelica tree,Aralia,elata,,,AREL8
5233,devil's walkingstick,Aralia,spinosa,,,ARSP2
6154,parana pine,Araucaria,angustifolia,,,ARAN15
6155,New Caledonia pine,Araucaria,columnaris,,,ARCO32
6156,Norfolk Island Pine,Araucaria,excelsa,,,AREX4
6157,Norfolk Island pine,Araucaria,heterophylla,,,ARHE12
6158,Araucaria,Araucaria,spp.,,,ARAUC2
362,Arizona madrone,Arbutus,arizonica,,,ARAR2
361,Pacific madrone,Arbutus,menziesii,,,ARME
360,madrone spp.,Arbutus,spp.,,,ARBUT
363,Texas madrone,Arbutus,xalapensis,,,ARXA80
6159,Alexandra palm,Archontophoenix,alexandrae,,,ARAL
6161,shoebutton,Ardisia,elliptica,,,AREL4
6162,ausubon,Ardisia,glauciflora,,,ARGL11
6163,mountain marlberry,Ardisia,luquillensis,,,ARLU3
6164,Guadeloupe marlberry,Ardisia,obovata,,,AROB2
6165,China-shrub,Ardisia,solanacea,,,ARSO
6166,marlberry,Ardisia,spp.,,,ARDIS
6167,betelnut,Areca,catechu,,,ARCA41
6169,cabo-negro,Arenga,pinnata,,,ARPI6
6171,breadfruit,Artocarpus,altilis,,,ARAL7
6173,Artocarpus heterophyllus,Artocarpus,heterophyllus,,,ARHE2
6175,"dugdug, Marianas breadfruit",Artocarpus,mariannensis,,,ARMA28
6176,Artocarpus nobilis,Artocarpus,nobilis,,,ARNO
6177,Marang,Artocarpus,odoratissimus,,,AROD2
6178,meduu,Artocarpus,spp.,,,ARTOC
6179,taputoi,Arytera,brackenridgei,,,ARBR11
6181,afia,Ascarina,diffusa,,,ASDI14
5256,smallflower pawpaw,Asimina,parviflora,,,ASPA18
367,pawpaw,Asimina,triloba,,,ASTR
6185,Astronidium navigatorum,Astronidium,navigatorum,,,ASNA10
6186,meskui,Astronidium,palauense,,,ASPA37
6187,Astronidium pickeringii,Astronidium,pickeringii,,,ASPI11
6188,Astronidium samoense,Astronidium,samoense,,,ASSA23
6189,Astronidium,Astronidium,spp.,,,ASTRO4
6190,Astronidium subcordata,Astronidium,subcordata,,,ASSU31
6193,ifi ifi,Atuna,racemosa,,,ATRA2
6197,Bilimbi,Averrhoa,bilimbi,,,AVBI
6198,carambola,Averrhoa,carambola,,,AVCA
6199,Averrhoa,Averrhoa,spp.,,,AVERR
6200,biut,Avicennia,alba,,,AVAL
986,black-mangrove,Avicennia,germinans,,,AVGE
6203,Avicennia marina,Avicennia,marina,,,AVMA3
6205,Avicennia,Avicennia,spp.,,,AVICE
6206,neem,Azadirachta,indica,,,AZIN2
6208,Saitamu,Baccaurea,taitensis,,,BATA
5259,silverling,Baccharis,glomeruliflora,,,BAGL
5260,eastern baccharis,Baccharis,halimifolia,,,BAHA
5261,peach palm,Bactris,gasipaes,,,BAGA2
6213,ralm,Badusa,palauensis,,,BAPA8
6215,bamboo,Bambusa,spp.,,,BAMBU
6216,common bamboo,Bambusa,vulgaris,,,BAVU2
6217,Puerto Rico palo de ramon,Banara,portoricensis,,,BAPO
6219,Vanderbilt's palo de ramon,Banara,vanderbiltii,,,BAVA2
6220,sea putat,Barringtonia,asiatica,,,BAAS3
6221,langaasag,Barringtonia,racemosa,,,BARA5
6222,falaga,Barringtonia,samoensis,,,BASA9
6223,Barringtonia,Barringtonia,spp.,,,BARRI
6224,Bastardiopsis eggersii,Bastardiopsis,eggersii,,,BAEG6
6225,Bauhinia binata,Bauhinia,binata,,,BABI6
6241,Texasplume,Bauhinia,lunarioides,,,BALU
6226,Napoleon's plume,Bauhinia,monandra,,,BAMO2
6227,petite flamboyant bauhinia,Bauhinia,multinervia,,,BAMU3
6228,railroadfence,Bauhinia,pauletia,,,BAPA3
6229,butterfly tree,Bauhinia,purpurea,,,BAPU
6230,bauhinia,Bauhinia,spp.,,,BAUHI
6231,St. Thomas tree,Bauhinia,tomentosa,,,BATO
6232,mountain ebony,Bauhinia,variegata,,,BAVA
6233,slugwood,Beilschmiedia,pendula,,,BEPE
6235,Caribbean myrtlecroton,Bernardia,dichotoma,,,BEDI2
371,yellow birch,Betula,alleghaniensis,,,BEAL2
372,sweet birch,Betula,lenta,,,BELE
373,river birch,Betula,nigra,,,BENI
374,water birch,Betula,occidentalis,,,BEOC2
375,paper birch,Betula,papyrifera,,,BEPA
5279,European white birch,Betula,pendula,,,BEPE3
5280,Asian white birch,Betula,platyphylla,,,BEPL2
379,gray birch,Betula,populifolia,,,BEPO
5281,downy birch,Betula,pubescens,,,BEPU5
370,birch spp.,Betula,spp.,,,BETUL
377,Virginia roundleaf birch,Betula,uber,,,BEUB
378,northwestern paper birch,Betula,x utahensis,,,BEUT
6236,Javanese bishopwood,Bischofia,javanica,,,BIJA
6237,bishopwood,Bischofia,spp.,,,BISCH
6238,lipsticktree,Bixa,orellana,,,BIOR
6239,bixa,Bixa,spp.,,,BIXA
6240,akee,Blighia,sapida,,,BLSA2
6242,akupa,Bobea,brevipes,,,BOBR3
6243,ahakea lau nui,Bobea,elatior,,,BOEL3
6244,Hawaii dogweed,Bobea,sandwicensis,,,BOSA2
6245,ahakea,Bobea,spp.,,,BOBEA
6246,ahakea,Bobea,timonioides,,,BOTI
6247,parrotweed,Bocconia,frutescens,,,BOFR2
6248,bocconia,Bocconia,spp.,,,BOCCO
6250,virgata,Boehmeria,virgata,,,BOVI7
6251,white alling,Bontia,daphnoides,,,BODA
6253,Bourreria radula,Bourreria,radula,,,BORA2
6255,bodywood,Bourreria,succulenta,,,BOSU2
