Id,x,y,SLOPE_PERCENT,DS_AVGSLOPE,US_MAXSLOPE,TOTLENGTH_UCA,DRAINAGE_DENS,MEAN_MRVBF,UC_CV_PPT,UCWARMQT_PPT,CV_TEMP,MAXWARMP_TEMP,DS_MINCOLDP_TEMP,UC_SOLDEPTH,NONATVEG,UC_ROAD_DENS,TRECOV,DS_AVGRIPTRECOV,UC_RIP_TRECOV,UC_TWI,RIV,Gadbis
76081,1,1,10.3567,0.2025,16.9539,0.0583,0.4442,0.0642,27.1616,233.436,1.5,23.803,2.6499,0.9,0,0,1,0.4116,1,9.3933,1,0
76082,1,1,16.9539,0.2114,16.9539,0.15,1.2215,0.0046,26.9251,233.544,1.5,23.828,2.65,0.9,0,0.0978,1,0.4116,1,8.8,1,0
76084,1,1,2.8774,0.1451,24.1479,3.6163,2.1292,0.2002,19.4385,201.7386,1.48,25.6717,2.6834,1.5,0,2.3049,1,0.4151,1,8.9011,1,0
76085,1,1,1.554,0.1198,20.8255,1.9102,1.5616,0,18.2135,188.8672,0,0,2.6773,1.5,0,3.1764,0,0.4095,1,8.9411,1,0
76086,1,1,1.1203,0.1024,21.3773,9.255,2.137,0.654,19.773,193.7568,1.4774,26.5451,2.6686,0.9782,0.7598,3.2866,0.2402,0.3992,0.7904,8.5365,1,0
76087,1,1,15.1828,0.1671,31.7666,1.8128,1.7942,0.076,28.7292,230.8139,1.5038,24.0689,2.6512,0.9,0,0.9085,1,0.4108,1,9.01,1,0
76089,1,1,15.1602,0.1443,15.1602,0.5604,2.2561,0.0845,19.0177,195.0644,1.48,25.3736,2.6807,1.5,0,2.8041,1,0.4108,1,8.5415,1,0
76098,1,1,31.7666,0.1897,31.7666,0.2266,1.8756,0,27.7417,229.4371,1.5,24.1288,2.6512,0.9,0,2.8602,1,0.4108,1,8.9129,1,0
76102,1,1,6.8018,0.1272,44.1932,0.7418,2.8185,0.2639,21.9818,191.3647,1.4813,26.0666,2.6685,0.9,0,1.0334,1,0.4064,1,9.1546,1,0
76104,1,1,9.2886,0.1322,12.8563,0.11,0.6824,0.0844,18.0794,184.9777,1.4769,25.9166,2.6778,1.5,0,1.7557,1,0.4103,1,8.9353,1,0
76105,1,1,4.6312,0.1116,9.6642,0.7757,1.7222,0.2786,18.3357,179.6874,1.4743,26.3211,2.6759,0.9,0.222,0,0.778,0.4007,0.4945,9.2972,1,0
76108,1,1,10.1229,0.1163,21.3773,0.2783,1.6067,0.0584,19.9769,188.515,1.48,26.0741,2.669,0.9,0.5727,4.4435,0.3419,0.3993,0.4667,8.4975,1,0
76114,1,1,10.2925,0.1901,16.9539,0.1831,1.0501,0.0827,25.3945,223.7592,1.5,24.5605,2.6512,0.9,0,0,1,0.4108,1,9.0197,1,0
76115,1,1,5.3566,0.1965,16.8865,8.7332,2.1755,0.2588,31.5739,237.3741,1.5,24.0336,2.6426,0.9807,0,2.0249,1,0.4197,1,9.6265,1,0
76124,1,1,2.8808,0.1375,33.7558,29.5713,1.7037,0.1282,24.8345,239.5147,1.4885,25.7571,2.6687,1.139,0,2.2958,1,0.4096,1,9.1696,1,0
76125,1,1,5.9726,0.1455,33.7558,28.8219,1.7051,0.0585,24.8831,240.5089,1.4912,25.2347,2.6683,1.1454,0,2.2578,1,0.4104,0.9999,9.183,1,0
76126,1,1,9.2732,0.1887,16.9539,0.3449,1.1651,0.0849,26.7568,231.9189,1.5,24.7076,2.6513,0.9,0,0.4289,1,0.4108,1,9.1398,1,0
76127,1,1,16.7845,0.2066,16.7845,0.3949,1.913,0.081,32.5039,235.9884,1.51,22.975,2.6337,0.9,0,0,1,0.4168,1,8.9989,1,0
76130,1,1,7.6143,0.1194,7.6143,0.2507,1.5868,0.1986,20,186.638,1.48,26.197,2.6669,0.9,0.3646,0,0.6252,0.402,0,8.8327,1,0
76140,1,1,7.142,0.1318,33.7558,1.1271,2.1543,0.2813,22.3242,196.4648,1.4802,26.1076,2.6686,0.9,0,2.0177,1,0.4072,1,9.0693,1,0
76151,1,1,9.2088,0.1442,12.2281,0.0583,0.4261,0.0284,22.8977,204.6111,1.4894,25.5082,2.6684,0.9,0,1.5896,1,0.408,1,8.7469,1,0
76152,1,1,8.4444,0.2238,27.3199,3.4044,1.8612,0.0446,28.3112,240.1668,1.5,23.7843,2.6471,0.9,0,2.8132,1,0.3997,1,9.2307,1,0
76154,1,1,17.6849,0.1685,24.1479,0.3838,1.7322,0.0803,19.5632,200.8718,1.48,25.076,2.6834,1.5,0,4.429,1,0.4159,1,8.7918,1,0
76157,1,1,0.0553,0.0942,41.719,301.9325,1.9913,1.2586,19.1601,218.6025,1.47,26.7081,2.6709,1.4013,0.6232,2.1754,0.3768,0.4032,0.9079,9.2817,1,0
76158,1,1,8.2318,0.1429,34.4255,8.1987,1.7595,0.1518,25.6557,224.1707,1.49,26.1882,2.6534,0.9,0,1.3757,1,0.4084,1,9.0857,1,0
76160,1,1,10.0669,0.18,23.7482,15.6723,1.8602,0.0338,31.1653,235.6428,1.5022,24.119,2.6456,0.9385,0,2.1362,1,0.4181,1,9.3589,1,0
76166,1,1,24.0991,0.1702,33.7558,0.09,0.7732,0,23.0997,213.6426,1.49,25.1048,2.6683,0.9,0,2.0197,1,0.4104,1,8.6702,1,0
76167,1,1,5.5827,0.1529,33.7558,27.5814,1.717,0.0947,24.9467,241.6645,1.4904,25.1532,2.6679,1.1582,0,2.3148,1,0.4112,1,9.2232,1,0
76168,1,1,33.7558,0.1987,33.7558,0.4087,1.594,0.0164,25.0733,231.883,1.4986,24.0465,2.6667,0.9,0,3.4081,1,0.412,1,8.5282,1,0
76177,1,1,3.5801,0.1889,4.068,1.9475,1.8215,0.2049,18.1085,181.2709,1.476,26.1215,2.6743,0.9474,0,1.2876,0.9999,0.4023,1,8.964,1,0
76187,1,1,23.7482,0.1983,23.7482,0.2107,1.3718,0.0126,28.2734,229.9974,1.5,24.0594,2.6455,0.9,0,1.7543,1,0.4181,1,9.0156,1,0
76188,1,1,1.1003,0.1837,8.5427,9.2414,2.0535,1.0336,18.0136,184.6759,1.4705,26.4861,2.6738,1.1189,0,1.7215,1,0.4015,1,9.1462,1,0
76190,1,1,1.5749,0.1121,28.1142,35.2426,1.9303,0.8334,20.9373,220.2094,1.48,26.4027,2.6675,1.3786,0.4054,2.5391,0.5884,0.4048,0.9912,9.1892,1,0
76199,1,1,11.8485,0.2121,16.5275,0.1831,1.3348,0.0741,28.8688,232.6268,1.5,23.8493,2.6412,0.9,0,5.448,1,0.4204,1,9.3152,1,0
76201,1,1,3.4532,0.1495,24.1479,3.0042,2.1258,0.1555,19.4769,202.4999,1.48,25.5529,2.6837,1.5,0,1.9432,1,0.4159,1,8.929,1,0
76203,1,1,3.2121,0.1148,3.8656,0.3949,1.7818,0.8785,21,184.8375,1.48,26.3643,2.6673,0.9,0.5271,0.218,0.4729,0.4033,0.6176,10.4372,1,0
76211,1,1,1.296,0.0958,41.719,0.2714,1.3764,0.7124,18.284,177.6998,1.4717,26.4594,2.6717,0.9,0.3671,0,0.6328,0.4028,0.075,9.6665,1,0
76212,1,1,2.1975,0.1111,21.3773,7.6238,2.0981,0,19.8129,195.6018,0,0,2.6664,0.9932,0,3.3682,0,0.3995,0.8825,8.4516,1,0
76213,1,1,2.7301,0.1216,44.1932,30.0305,2.1368,0.6943,23.8269,232.3846,1.48,26.2598,2.6686,1.356,0,2.5318,1,0.4064,1,9.1758,1,0
76217,1,1,7.0144,0.1185,7.6143,0.4514,2.1293,0.1463,20,184.9509,1.48,26.2658,2.667,0.9,0.7453,0,0.2094,0.4022,0.1321,8.6091,1,0
76219,1,1,12.2281,0.1484,12.2281,0.15,1.2336,0.064,22.3849,200.1974,1.4863,25.6898,2.6686,0.9,0,6.6857,1,0.408,1,8.5793,1,0
76220,1,1,20.8672,0.2085,20.8672,0.268,0.8364,0.0117,27.2672,234.824,1.5,23.7034,2.6503,0.9,0,0,1,0.4116,1,8.9028,1,0
76223,1,1,4.2869,0.19,4.2869,0.4163,2.1546,0.4097,18,178.5176,1.47,26.3327,2.6737,0.9,0,2.4708,1,0.4011,1,9.1809,1,0
76232,1,1,16.5152,0.1652,30.7432,7.103,1.6897,0.0437,25.6444,227.335,1.4936,25.3558,2.6529,0.9,0,1.341,1,0.4092,1,9.1011,1,0
76233,1,1,1.7138,0.1238,44.1932,28.9114,2.1265,0.6554,23.8977,233.7539,1.48,26.1193,2.669,1.3714,0,2.5217,1,0.4072,0.9999,9.1679,1,0
76237,1,1,4.5179,0.1588,33.7558,26.8913,1.708,0.0301,24.9521,241.9404,1.49,25.1252,2.6674,1.1635,0,2.2949,1,0.412,1,9.2378,1,0
76238,1,1,8.3088,0.1763,22.9124,0.9343,1.7405,0.2333,26.0969,227.8554,1.5,24.8114,2.6521,0.9,0,0.3385,1,0.41,1,9.0922,1,0
76245,1,1,18.6502,0.2055,20.8672,0.0707,0.5796,0.0149,26.118,231.9869,1.5,24.0436,2.6505,0.9,0,0,1,0.4116,1,9.3738,1,0
76247,1,1,6.3596,0.2258,15.0266,2.222,2.285,0.2744,32.905,238.0407,1.5112,22.5648,2.635,0.9012,0,3.2526,1,0.4228,1,9.5488,1,0
76249,1,1,0.5869,0.0949,41.719,301.4432,1.9932,2.6035,19.1627,218.7146,1.47,26.7331,2.6719,1.4026,0.8743,2.181,0.1257,0.4031,0.9088,9.2798,1,0
76250,1,1,15.0266,0.2373,15.0266,0.5949,2.0428,0.4535,32.5948,238.5357,1.51,22.7499,2.6351,0.9111,0,1.0759,1,0.4228,1,9.8609,1,0
76254,1,1,7.173,0.2201,15.0266,0.4604,1.9248,0.1392,31.7759,236.9314,1.5099,23.064,2.6372,0.9,0,1.4696,1,0.422,1,9.2933,1,0
76257,1,1,1.9678,0.1223,12.8563,1.7802,1.6763,0.7472,18.2339,189.4576,1.47,26.1815,2.678,1.5,0,3.3921,1,0.4103,1,8.942,1,0
76261,1,1,3.8473,0.2108,16.5275,4.0753,2.3187,0.7364,32.4852,237.8002,1.5076,23.3047,2.6392,0.9122,0,2.1778,1,0.4212,1,9.604,1,0
76262,1,1,5.3559,0.2177,15.0266,3.3135,2.2978,0.3492,32.6816,238.0291,1.5086,23.1298,2.6373,0.9148,0,2.4106,1,0.422,1,9.6253,1,0
76266,1,1,7.2591,0.206,16.5275,8.3535,2.1792,0.2763,31.7069,237.6274,1.5,23.6982,2.6411,0.9845,0,1.8624,1,0.4204,1,9.6413,1,0
76267,1,1,7.8819,0.1218,21.3773,0.159,1.0743,0.1484,19.0405,181.1973,1.4712,26.4141,2.6671,0.9,0.9,2.8625,0.1,0.399,0.087,8.6763,1,0
76278,1,1,12.8563,0.1394,12.8563,0.0824,0.766,0.1338,18.3755,188.9294,1.4769,25.7465,2.6784,1.5,0,3.5628,1,0.4111,1,9.0918,1,0
76279,1,1,6.3861,0.1169,21.3773,0.5321,2.1702,0.1602,19.8434,187.7896,1.479,26.1256,2.6706,0.9,0.4959,0.7037,0.4959,0.3999,0.3277,8.7486,1,0
76283,1,1,10.5036,0.1985,16.7845,0.666,1.9892,0.1484,32.4468,236.7981,1.51,22.9465,2.6337,0.9,0,0.6076,1,0.4168,1,9.0989,1,0
76290,1,1,0.5665,0.1324,34.4255,174.0549,1.9018,0.3601,26.5519,243.2943,1.4938,25.7617,2.6531,1.1249,0,2.0509,1,0.4092,0.9999,9.1883,1,0
76296,1,1,4.8648,0.1008,41.719,1.1427,2.4459,0.4087,18.6301,179.2894,1.4723,26.4475,2.6707,0.9,0.5565,1.5775,0.4383,0.4028,0.1917,9.4242,1,0
76300,1,1,30.7432,0.1846,30.7432,0.2949,1.8614,0.0022,25.4419,205.1338,1.49,25.5111,2.653,0.9,0,0,1,0.4092,1,8.5164,1,0
76303,1,1,31.8366,0.2019,31.8366,0.9374,1.6343,0.0038,25.682,234.5586,1.4913,24.6132,2.6666,0.9,0,1.8749,1,0.4128,1,9.0317,1,0
76305,1,1,3.1364,0.1136,9.6642,1.3279,1.8003,0.1965,18.1318,181.2305,1.47,26.4031,2.674,0.9,0,0,1,0.4,1,8.8206,1,0
76306,1,1,26.9088,0.2382,26.9088,0.1107,0.7115,0.0113,25.8021,235.5398,1.5,23.7895,2.6653,0.9,0,4.1216,1,0.4136,1,9.3054,1,0
76308,1,1,10.0762,0.1628,24.1479,2.1548,1.9329,0.0575,19.5594,203.7248,1.48,25.4145,2.6839,1.5,0,2.2231,1,0.4167,1,8.9912,1,0
76309,1,1,2.4714,0.1684,22.9124,5.5893,1.6069,0.0852,25.6015,228.2823,1.4903,25.2065,2.6524,0.9,0,1.4288,1,0.41,1,9.1246,1,0
76310,1,1,9.0215,0.1804,22.9124,0.905,1.5412,0.1823,26.4693,230.2473,1.4949,24.9177,2.6517,0.9,0,0.9814,1,0.4108,1,9.1363,1,0
76316,1,1,9.2712,0.2363,9.2712,1.7605,2.3141,0.2477,29.2119,240.7166,1.5002,23.0386,2.6452,0.9,0,2.5531,1,0.4005,1,9.3416,1,0
76319,1,1,2.3742,0.1143,21.3773,7.4448,2.1359,0.5529,19.8457,196.2134,1.4708,26.4694,2.6671,0.9972,0.6306,3.3897,0.3694,0.3997,0.9032,8.4421,1,0
76320,1,1,2.3182,0.1151,28.1142,21.2792,2.0326,1.0601,21.3456,220.4902,1.48,26.2986,2.6681,1.3939,0.3157,2.4047,0.6814,0.4057,0.986,9.113,1,0
76321,1,1,6.4322,0.1222,9.6642,0.2949,1.5617,0.1409,18.3051,183.1419,1.47,26.1788,2.6746,0.9,0,0,1,0.4009,1,9.0463,1,0
76322,1,1,8.5648,0.1332,44.1932,0.5694,2.5557,0.1852,21.9695,196.6481,1.4821,25.8422,2.6688,0.9,0,1.412,1,0.4072,1,8.9732,1,0
76327,1,1,0.6867,0.0957,41.719,286.442,1.9902,2.4865,19.1379,219.2673,1.47,26.7561,2.6729,1.4084,0.6616,2.2004,0.3384,0.4033,0.9061,9.2973,1,0
76332,1,1,10.6082,0.1467,34.4255,3.2582,2.0902,0.1167,27.9464,225.1209,1.4968,25.2299,2.6525,0.9,0,1.3841,1,0.41,1,9.0178,1,0
76335,1,1,13.7355,0.1676,24.1479,0.6211,2.4766,0.0941,19.3094,199.3461,1.48,25.122,2.6837,1.5,0,0.2724,1,0.4167,1,8.722,1,0
76337,1,1,1.9147,0.2082,16.5275,3.4919,1.9778,0.7347,31.3208,238.1178,1.5,23.5065,2.6394,1.0714,0,1.2625,1,0.4212,1,9.6945,1,0
76340,1,1,2.0627,0.1178,28.1142,0.328,1.222,1.3041,21,187.6513,1.48,26.296,2.6685,0.9,0.656,3.4543,0.324,0.4059,0.1352,10.4899,1,0
76360,1,1,3.476,0.1029,54.8854,1.3649,2.284,0.3348,18,177.5703,1.4709,26.3781,2.6742,0.9,0.2751,0.8936,0.7236,0.4017,0.6481,9.2123,1,0
76366,1,1,8.6873,0.1268,20.8255,1.6165,1.7985,0.1031,18.6595,192.2283,1.4788,25.5307,2.6805,1.5,0,2.7211,1,0.41,1,8.7417,1,0
76367,1,1,1.2354,0.1851,8.5427,6.255,2.0089,1.2677,18.0051,186.18,1.47,26.4046,2.6746,1.1591,0,1.9183,1,0.4023,1,9.0734,1,0
76373,1,1,0.4776,0.1329,34.4255,169.9476,1.9042,0.6833,26.5319,243.9659,1.49,26.3402,2.6533,1.1306,0,2.0675,1,0.41,0.9999,9.1902,1,0
76374,1,1,5.8161,0.1667,23.7482,16.4341,1.8179,0.041,30.9276,234.9811,1.5,24.467,2.6469,0.9358,0,2.1319,1,0.4173,1,9.3277,1,0
76381,1,1,16.7998,0.1515,33.7558,1.0611,3.4318,0.012,23.3765,219.3583,1.4898,24.7933,2.6681,0.9,0,1.5954,1,0.4088,1,8.819,1,0
76382,1,1,4.1801,0.1899,4.2869,0.7604,2.7998,0.3062,18,178.9529,1.47,26.3071,2.6737,0.9,0,0.0701,1,0.4011,1,9.0395,1,0
76386,1,1,4.2628,0.1192,9.6642,0.4539,1.4832,0.2692,18.1294,182.9908,1.47,26.2877,2.6747,0.9,0,0,1,0.4009,1,8.6673,1,0
76394,1,1,3.0035,0.1875,8.5427,1.9913,1.8659,0.5018,18.0618,183.4232,1.4703,26.2187,2.6745,1.0671,0,1.0791,1,0.4023,1,9.0949,1,0
76399,1,1,5.3565,0.137,5.3565,0.1296,0.9125,0.6633,21,188.6761,1.48,26.1977,2.6699,0.9,0.8282,2.962,0.1718,0.4042,0,10.2278,1,0
76408,1,1,1.9215,0.1176,28.1142,20.1601,2.0321,1.0687,21.3691,222.3582,1.4791,26.2775,2.6686,1.4212,0.355,2.4442,0.625,0.4064,0.9985,9.0329,1,0
76410,1,1,8.1103,0.1301,9.6642,0.099,0.7983,0.1112,18.0194,182.4129,1.47,26.2061,2.6754,0.9,0,0,1,0.4017,1,8.5376,1,0
76411,1,1,4.848,0.2144,16.5275,2.2762,2.1563,0.4348,31.712,238.3001,1.5,23.445,2.6376,1.0404,0,1.8415,1,0.422,1,9.7611,1,0
76414,1,1,9.1285,0.1747,24.1479,1.155,1.7618,0.1004,19.6644,205.1727,1.48,25.0648,2.6839,1.5,0,2.0802,1,0.4174,1,9.0726,1,0
76415,1,1,24.1479,0.2067,24.1479,0.13,1.113,0.373,19.9966,207.3048,1.48,24.7812,2.6837,1.5,0,2.2451,1,0.4182,1,9.5583,1,0
76416,1,1,7.0561,0.1969,8.5427,0.5921,1.8366,0.1101,18.2742,189.34,1.4747,25.7607,2.6749,1.2491,0,0.3272,1,0.4031,1,8.6388,1,0
76420,1,1,6.7335,0.1328,44.1932,8.4221,2.6175,0.5714,23.8554,227.9019,1.48,26.0184,2.6693,1.1784,0,1.7508,1,0.408,1,8.8404,1,0
76424,1,1,0.7529,0.0966,41.719,285.0483,1.9894,1.5314,19.1421,219.4507,1.47,26.6982,2.6739,1.4107,0.7239,2.2102,0.276,0.404,0.9085,9.2961,1,0
76432,1,1,18.3221,0.1576,34.4255,0.6038,1.866,0.0269,25.6069,204.8158,1.49,25.5377,2.653,0.9,0,0.9696,1,0.4108,1,8.7618,1,0
76433,1,1,4.8554,0.1022,41.719,1.0723,2.1091,0.2999,18.2659,179.7128,1.4708,26.3651,2.6736,0.9,0.3619,0,0.6381,0.4033,0.3937,9.0831,1,0
76448,1,1,9.6642,0.1322,9.6642,0.13,1,0.1165,18.2862,184.5508,1.47,26.1209,2.6753,0.9,0,0,1,0.4017,1,8.6953,1,0
76451,1,1,18.0635,0.2262,26.9088,0.4253,1.324,0.0214,26.2491,237.2154,1.4984,23.6563,2.6653,0.9,0,1.2335,1,0.4136,1,9.0753,1,0
76456,1,1,3.8656,0.1157,3.8656,1.0425,1.6991,0.6501,21.0737,188.8598,1.48,26.1866,2.6672,0.9,0.3618,1.0521,0.6297,0.4033,0.6181,9.9607,1,0
76470,1,1,5.1338,0.2209,16.5275,0.7601,1.9836,0.6189,31.1733,238.0459,1.5,23.309,2.6358,1.1527,0,2.5007,1,0.4228,1,9.5882,1,0
76478,1,1,8.5427,0.1989,8.5427,0.2887,1.3987,0.1307,18,183.8508,1.47,26.019,2.6751,1.2186,0,1.6394,1,0.4031,1,8.8047,1,0
76483,1,1,16.5275,0.2439,16.5275,0.27,2.25,0.3766,32.9667,239.4767,1.5099,22.63,2.6333,0.9,0,2.6509,1,0.4235,1,10.2843,1,0
76484,1,1,6.1072,0.2222,16.5275,1.1415,2.083,0.2596,32.3745,239.0526,1.5062,22.9861,2.6356,0.935,0,1.7985,1,0.4228,1,9.8627,1,0
76488,1,1,2.1511,0.1711,22.9124,4.5277,1.5896,0.1314,25.4317,228.1195,1.49,25.1083,2.6518,0.9,0,1.4692,1,0.4108,1,9.1216,1,0
76494,1,1,2.1057,0.1205,20.8255,8.0109,1.8878,0.2731,18.8975,200.4429,1.4714,25.9081,2.6814,1.5,0,2.1273,1,0.4108,1,8.8872,1,0
76495,1,1,7.5349,0.1937,20.9291,0.328,1.3333,0.1178,25.5837,227.6764,1.4958,24.3691,2.6495,0.9,0,0.4575,1,0.4132,1,9.3503,1,0
76496,1,1,20.9291,0.2119,20.9291,0.8031,1.9288,0.0559,26.3256,233.0317,1.4964,23.9742,2.6493,0.9,0,0,1,0.4132,1,8.7588,1,0
76497,1,1,13.2068,0.1628,13.2068,0.05,0.463,0.0094,26.1222,216.8667,1.4974,24.9726,2.649,0.9,0,2.553,1,0.4126,1,8.6748,1,0
76498,1,1,22.3499,0.1889,23.7482,0.8094,2.2891,0.0009,28.733,232.3201,1.5,23.8932,2.6466,0.9,0,1.5612,1,0.4173,1,8.678,1,0
76507,1,1,8.6847,0.1567,13.2068,0.0583,0.3855,0.0333,26.1481,212.1085,1.4927,25.2071,2.6492,0.9,0,2.3574,1,0.4126,1,8.8117,1,0
76511,1,1,5.0846,0.1777,22.9124,2.9703,1.7301,0.3202,25.6661,230.1636,1.49,24.8893,2.6511,0.9,0,0.4955,1,0.4116,1,9.0623,1,0
76512,1,1,4.6477,0.1838,22.9124,1.2594,1.7869,0.4684,25.9869,230.3405,1.49,24.9208,2.6505,0.9,0,0.1597,1,0.4124,1,9.0264,1,0
76515,1,1,4.4392,0.1804,24.1479,0.7153,1.6603,0.2147,19.6351,205.5655,1.48,24.9663,2.6839,1.5,0,2.5569,1,0.4182,1,9.0538,1,0
76521,1,1,0.2069,0.0967,41.719,1.2429,2.0511,1.9683,18.0878,176.5729,1.47,26.6767,2.6748,0.9,0.8448,2.4191,0.1552,0.4036,0.2248,10.7919,1,0
76524,1,1,6.3643,0.2291,6.5961,0.1273,0.9882,0.27,31.3478,237.8261,1.5,23.1826,2.6339,1.0649,0,1.3735,1,0.4235,1,9.4522,1,0
76528,1,1,4.9242,0.1394,44.1932,6.5085,2.4838,0.5261,24.0968,230.6098,1.4802,25.683,2.6693,1.2418,0,1.5889,1,0.4088,1,8.7908,1,0
76529,1,1,14.4257,0.1533,34.4255,1.0295,3.0496,0.1663,26.5024,212.0237,1.4961,25.1328,2.6492,0.9,0,3.6763,1,0.411,1,9.5392,1,0
76532,1,1,0.4965,0.1339,34.4255,168.3095,1.9032,0,26.539,244.3771,0,0,2.6498,1.1327,0,2.0766,0,0.4102,1,9.191,1,0
76533,1,1,0.4931,0.1334,34.4255,169.1189,1.9034,0.5165,26.5357,244.1542,1.49,26.2131,2.6534,1.1316,0,2.0726,1,0.4108,1,9.191,1,0
76536,1,1,10.1536,0.1531,44.1932,0.05,0.4717,0.1483,22,206.3509,1.4832,25.4453,2.6692,0.9,0,1.9567,1,0.4096,1,8.9196,1,0
76555,1,1,0.518,0.1344,34.4255,167.26,1.8985,1.4008,26.5392,244.5011,1.4886,26.2821,2.65,1.1336,0,2.0705,1,0.411,1,9.1897,1,0
76558,1,1,18.8233,0.2052,18.8233,0.099,0.8902,0.3138,19.9353,206.741,1.48,24.8248,2.6837,1.5,0,3.3799,1,0.419,1,9.1883,1,0
76559,1,1,2.0635,0.1877,7.3514,1.9851,1.8784,0.5315,17.9292,183.1374,1.47,26.2584,2.6753,0.9002,0,0.7483,1,0.4031,1,9.1624,1,0
76572,1,1,8.0888,0.1452,34.4255,0.6229,1.3916,0.3142,26.2556,208.3727,1.4918,25.7008,2.6498,0.9,0,2.1506,1,0.4118,1,8.984,1,0
76578,1,1,5.7387,0.122,21.3773,0.6177,1.7469,0.1529,19.0475,184.1516,1.4701,26.2969,2.6678,0.9,0.6561,1.1808,0.3404,0.3999,0.5753,8.5105,1,0
76583,1,1,16.5401,0.1553,44.1932,1.2855,2.457,0.0689,22.919,219.305,1.489,24.7768,2.6687,0.9,0,2.4403,1,0.4088,1,8.9008,1,0
76584,1,1,7.0198,0.1343,9.304,0.2431,1.025,0.0467,20,197.2985,1.48,25.7295,2.669,0.9,0,0.8641,0.9999,0.402,1,8.1436,1,0
76585,1,1,3.712,0.1249,21.3773,3.7937,1.895,0.2328,20.0645,200.45,1.4781,25.9204,2.6688,1.0447,0,4.0514,1,0.4012,1,8.3751,1,0
76586,1,1,8.4527,0.2331,16.5275,0.2838,1.2363,0.2718,32.4303,239.7021,1.5048,22.7446,2.6334,0.9,0,2.9071,1,0.4235,1,9.8985,1,0
76591,1,1,2.9053,0.1006,3.5222,0.508,2.0819,1.0091,18.1016,176.8525,1.47,26.5784,2.6757,0.9,0.7836,1.9497,0.2163,0.4033,0.2,10.3381,1,0
76596,1,1,5.0915,0.1778,22.9124,1.116,1.1654,0.1037,25.0898,226.8906,1.49,24.6823,2.651,0.9,0,2.8779,1,0.4116,1,9.2167,1,0
76603,1,1,12.0081,0.1786,24.1479,0.7715,2.0197,0.1568,19.5414,203.2754,1.48,24.9499,2.6839,1.5,0.0073,2.9176,0.9926,0.4174,1,8.9752,1,0
76615,1,1,5.6747,0.1276,21.3773,2.1463,2.4818,0.2088,19.7854,194.9112,1.4702,26.24,2.669,0.9566,0.2778,3.3967,0.7222,0.4012,0.9398,8.4246,1,0
76617,1,1,9.7135,0.1464,34.4255,0.3997,2.2919,0.087,25.6284,205.9908,1.4897,25.4986,2.6531,0.9,0,0.9698,1,0.4116,1,8.8141,1,0
76618,1,1,4.2588,0.1591,25.7704,17.8312,1.8188,0.1115,30.682,234.1932,1.4985,24.8794,2.648,0.933,0,2.1185,1,0.4166,1,9.2892,1,0
76624,1,1,0.773,0.1353,34.4255,166.5805,1.9007,0.65,26.5407,244.6928,1.4877,25.9574,2.65,1.1348,0,2.07,1,0.4118,1,9.1905,1,0
76627,1,1,8.9276,0.1896,8.9276,0.099,0.7958,0.0649,25.2412,227.4019,1.49,24.5167,2.6501,0.9,0,1.3534,1,0.4124,1,8.7056,1,0
76632,1,1,6.0838,0.1475,44.1932,6.2298,2.5201,0.6076,24.2227,232.1634,1.48,25.7056,2.6694,1.2623,0,1.5261,1,0.4096,1,8.7625,1,0
76640,1,1,2.4615,0.127,44.1932,20.4293,1.9729,0.4965,23.9156,235.6671,1.48,26.0291,2.6693,1.4324,0,2.759,1,0.408,1,9.2675,1,0
76647,1,1,0.7352,0.1361,34.4255,166.0152,1.9004,0.6516,26.5432,244.8297,1.4899,26.0331,2.65,1.1356,0,2.0736,1,0.4126,1,9.1901,1,0
76648,1,1,3.3541,0.1221,28.1142,10.1086,1.9636,1.0043,21.7361,223.9411,1.4786,26.1707,2.6691,1.4196,0.1111,2.6584,0.8889,0.4072,1,9.0242,1,0
76655,1,1,5.5513,0.1295,28.1142,0.3183,2.3403,0.2779,21,194.6294,1.48,25.9432,2.6694,0.9,0,2.8603,1,0.408,1,9.0806,1,0
76660,1,1,2.7491,0.1157,28.1142,13.6254,1.8252,0.5482,20.4035,221.4157,1.4758,26.2808,2.6681,1.3779,0.1326,2.7873,0.8642,0.4057,0.9999,9.2486,1,0
76663,1,1,3.7066,0.1298,9.304,3.3175,1.9292,0.2196,20.0751,201.0854,1.4734,26.0745,2.6693,1.0685,0,4.5976,1,0.402,1,8.3965,1,0
76679,1,1,8.6955,0.1275,16.337,0.2266,1.8632,0.1867,20.4276,194.5362,1.478,25.9036,2.6684,0.9,0,1.1344,1,0.4065,1,9.0295,1,0
76684,1,1,6.5961,0.2294,6.5961,0.4714,2.1546,0.3061,31.1042,238.3656,1.5,23.2084,2.6339,1.1967,0,3.5712,1,0.4235,1,9.5829,1,0
76689,1,1,6.6436,0.1865,22.9124,1.5626,1.6941,0.1841,25.4857,231.0243,1.49,24.8346,2.6505,0.9,0,0.451,1,0.4124,1,9.0175,1,0
76698,1,1,11.9131,0.196,18.8233,0.4197,2.291,0.257,19.5764,206.3493,1.48,24.8264,2.6838,1.5,0.0022,2.4404,0.9978,0.419,1,9.1988,1,0
76699,1,1,6.1057,0.1352,33.9962,0.1556,1.1472,0.3612,21.0708,197.177,1.48,25.8401,2.6695,0.9,0,1.8204,1,0.4088,1,9.4855,1,0
